ID;ID;Gender;Sport;Continent;Country;Club;Team logo;Team nickname;Trophic;Classification_Specific;Classification_General;Classification_Class;Classification_Order;Classification_Family;Classification_Genus;Classification_Species;Stadium;Location;Lat;Long;Capacity;N_Species_In_Country;EX;EW;CR;EN;VU;NT;LC;DD;NE;Decreasing;Increasing;Stable;Unknown
ID_440;440;Women;Rugby XIII;Oceania;Australia;Sydney Roosters;Rooster;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Sydney Football Stadium;-33.88890666876478, 151.22602918555765;-33.88890666876478; 151.22602918555765;42500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_441;441;Men;Rugby XIII;Oceania;Australia;Sydney Roosters;Rooster;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Sydney Football Stadium;-33.88890666876478, 151.22602918555765;-33.88890666876478; 151.22602918555765;42500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_442;442;Men;Football;Americas;Brazil;Clube Atlético Mineiro;NA;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Mineirão;-19.864656150890603, -43.969715293725876;-19.864656150890603; -43.969715293725876;62000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_443;443;Men;American Football;Americas;Brazil;Galo Futebol Americano;Rooster;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Estádio FrigoArnaldo;-19.938267500466182, -44.03700668550759;-19.938267500466182; -44.03700668550759;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_444;444;Women;Football;Americas;Brazil;Clube Atlético Mineiro;;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Estádio das Alterosas;-19.795893816485023, -43.97906405290059;-19.795893816485023; -43.97906405290059;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_445;445;Women;Football;Asia;China;Changchun Dazhong Zhuoyue WFC;Rooster;;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Development Area Stadium;43.83965207432581, 125.39612552946707;43.83965207432581; 125.39612552946707;25000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_446;446;Men;Ice Hockey;Europe;Germany;Iserlohn Roosters;Rooster;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Eissporthalle Iserlohn;51.38477391567187, 7.714704005082643;51.38477391567187; 7.714704005082643;4967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_447;447;Men;Football;Asia;Indonesia;Persita Tangerang;NA;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Stadion Benteng Taruna;-6.170524672323277, 106.64660428993416;-6.170524672323277; 106.64660428993416;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_448;448;Men;Football;Americas;Mexico;Querétaro F.C.;NA;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Estadio La Corregidora;20.578640549668187, -100.36421466360126;20.578640549668187; -100.36421466360126;34107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_449;449;Men;American Football;Americas;Mexico;Gallos Negros de Querétaro;Rooster;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Estadio Olímpico Alameda;20.58453392799482, -100.38533216300807;20.58453392799482; -100.38533216300807;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_450;450;Women;Football;Americas;Mexico;Querétaro FC.;;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Estadio Olímpico Alameda;20.585311921383795, -100.38669236055897;20.585311921383795; -100.38669236055897;4500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_451;451;Women;Volleyball;Europe;Poland;"Radomka Radom	";Rooster;;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Radomskie Centrum Sportu;51.40917633863241, 21.17144396880909;51.40917633863241; 21.17144396880909;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_452;452;Men;Football;Africa;Tanzania, United Republic of;Ruvu Shooting Football;Rooster;;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Uhuru Stadium;-6.855488061196787, 39.27216116876265;-6.855488061196787; 39.27216116876265;23000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_453;453;Men;Football;Asia;Thailand;Nongbua Pitchaya FC;Rooster;Rooster;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Pitchaya Stadium;17.197554944920988, 102.43316565204472;17.197554944920988; 102.43316565204472;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_454;454;Men;Football;Europe;United Kingdom;Tottenham Hotspur;Rooster;;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Tottenham Hotspur Stadium;51.604372106621156, -0.06573240475257346;51.604372106621156; -0.06573240475257346;62062;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_455;455;Women;Football;Europe;United Kingdom;Tottenham Hotspur FC Women;Rooster;;Domestic;Gallus gallus;Species;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus;Brisbane Road;51.56035086015273, -0.012284548337099304;51.56035086015273; -0.012284548337099304;9271;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_456;456;Men;Football;Americas;United States;Minnesota United FC;Loon;Loon;Bird;Gavia;Genus;Aves;Gaviiformes;Gaviidae;Gavia;NA;Allianz Field;44.953259975199835, -93.16430017754521;44.953259975199835; -93.16430017754521;19600;4;NA;NA;NA;NA;NA;1;3;NA;NA;2;1;1;NA
ID_457;457;Men;Football;Africa;Morocco;Hassania union Sport Agadir;NA;Gazelle;Herbivore;Gazella;Genus;Mammalia;Artiodactyla;Bovidae;Gazella;NA;Stade Adrar;30.42833476027363, -9.540224980772974;30.42833476027363; -9.540224980772974;45480;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA
ID_458;458;Women;Basketball;Asia;Turkey;Botaş SK;Gazelle;;Herbivore;Gazella;Genus;Mammalia;Artiodactyla;Bovidae;Gazella;NA;DSİ Etlik Sports Hall;39.96249071397879, 32.84358601502357;39.96249071397879; 32.84358601502357;1021;2;NA;NA;NA;1;1;NA;NA;NA;NA;2;NA;NA;NA
ID_459;459;Men;Basketball;Americas;Mexico;Correcaminos UAT Victoria;Roadrunner;Roadrunner;Bird;Geococcyx;Genus;Aves;Cuculiformes;Cuculidae;Geococcyx;NA;Gimnasio Multidiciplinario UAT;23.718760578972827, -99.15200983177148;23.718760578972827; -99.15200983177148;3500;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;1;NA
ID_460;460;Men;Football;Americas;Mexico;CF Pachuca;NA;Gopher;Small mammal;Geomyidae;Family;Mammalia;Rodentia;Geomyidae;NA;NA;Estadio Hidalgo;20.105356857297693, -98.7552811281806;20.105356857297693; -98.7552811281806;30000;18;NA;NA;1;2;NA;1;13;1;NA;4;NA;8;6
ID_461;461;Women;Football;Americas;Mexico;CF Pachuca;;Gopher;Small mammal;Geomyidae;Family;Mammalia;Rodentia;Geomyidae;NA;NA;Estadio Hidalgo;20.10524603704275, -98.75551716083979;20.10524603704275; -98.75551716083979;25922;18;NA;NA;1;2;NA;1;13;1;NA;4;NA;8;6
ID_462;462;Men;Football;Americas;Chile;Club Universidad de Chile;Austral pygmy owl;Austral pygmy owl;Raptor;Glaucidium nana;Species;Aves;Strigiformes;Strigidae;Glaucidium;Glaucidium nana;Estadio Nacional Julio Martínez Prádanos;-33.464134216308594,-70.61138153076172;-33.464134216308594;-70.61138153076172;46190;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_463;463;Women;Football;Americas;Chile;Club Universidad de Chile;Austral pygmy owl;;Raptor;Glaucidium nana;Species;Aves;Strigiformes;Strigidae;Glaucidium;Glaucidium nana;Centro Deportivo Azul;-33.522284351560806, -70.67004710288303;-33.522284351560806; -70.67004710288303;200;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_464;464;Men;Basketball;Asia;China;Nanjing Tongxi Monkey Kings;Gorilla;;Herbivore;Gorilla;Genus;Mammalia;Primates;Hominidae;Gorilla;NA;Nanjing Youth Olympic Sports Park;32.044228256406036, 118.66421965873096;32.044228256406036; 118.66421965873096;21000;0;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA
ID_465;465;Men;Rugby XV;Asia;Japan;Tokyo Sungoliath;Gorilla;;Herbivore;Gorilla;Genus;Mammalia;Primates;Hominidae;Gorilla;NA;Chichibunomiya Rugby Stadium;35.67285424099837, 139.71786542895148;35.67285424099837; 139.71786542895148;27188;0;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA
ID_466;466;Men;Football;Europe;Poland;PGE FKS Stal Mielec;Crane;;Bird;Gruidae;Family;Aves;Gruiformes;Gruidae;NA;NA;Stadion MOSiR w Mielcu;50.298752305764104, 21.43617200680584;50.298752305764104; 21.43617200680584;6864;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_467;467;Men;Ice Hockey;Asia;Japan;East Hokkaido Cranes;Red-crowned crane;Red-crown crane;Bird;Grus japonensis;Species;Aves;Gruiformes;Gruidae;Grus;Grus japonensis;Kushiro Ice Arena;43.01410549148388, 144.3667326379649;43.01410549148388; 144.3667326379649;2539;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_468;468;Women;Basketball;Asia;China;Liaoning Flying Eagles;Bald eagle;Bald eagle;Raptor;Haliaeetus leucocephalus;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus leucocephalus;Angang Stadium;41.12923954181541, 123.01089690870894;41.12923954181541; 123.01089690870894;5000;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_469;469;Men;Ice Hockey;Europe;Germany;Adler Mannheim;Bald eagle;Bald eagle;Raptor;Haliaeetus leucocephalus;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus leucocephalus;SAP Arena;49.46427758138419, 8.517947634394197;49.46427758138419; 8.517947634394197;13600;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_470;470;Men;Handball;Europe;Switzerland;HSC Suhr Aarau;Bald eagle;;Raptor;Haliaeetus leucocephalus;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus leucocephalus;Sporthalle Schachen;47.3901340388076, 8.041063041173471;47.3901340388076; 8.041063041173471;2000;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_471;471;Women;Handball;Europe;Switzerland;Spono Eagles;Bald Eagle;;Raptor;Haliaeetus leucocephalus;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus leucocephalus;"	Schweizerisches Paraplegikerzentrum";47.141628433364204, 8.131249636031827;47.141628433364204; 8.131249636031827;1200;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_472;472;Men;Cricket;Europe;United Kingdom;Essex County Cricket Club / Essex Eagles;Bald eagle;Eagle;Raptor;Haliaeetus leucocephalus;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus leucocephalus;County Ground;51.73208518939843, 0.46818235536845326;51.73208518939843; 0.46818235536845326;6500;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_473;473;Men;Football;Americas;United States;D.C. United;Bald Eagle;;Raptor;Haliaeetus leucocephalus;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus leucocephalus;Audi Field;38.86906492433012, -77.01241101876046;38.86906492433012; -77.01241101876046;20000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_474;474;Men;Rugby XV;Africa;South Africa;SWD Eagles;African fish eagle;African fish eagle;Raptor;Haliaeetus vocifer;Species;Aves;Accipitriformes;Accipitridae;Haliaeetus;Haliaeetus vocifer;Outeniqua Park;-33.95295398251058, 22.447747302758298;-33.95295398251058; 22.447747302758298;7500;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_475;475;Men;Football;Europe;Italy;US Salernitana 1919;Seahorse;;Fish;Hippocampus;Genus;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;NA;Arechi;40.645951259168015, 14.822080126936669;40.645951259168015; 14.822080126936669;29739;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2
ID_476;476;Men;Basketball;Asia;Japan;SeaHorses Mikawa;Seahorse;Seahorse;Fish;Hippocampus;Genus;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;NA;Wing Arena Kariya;35.01955015597622, 137.01072500913867;35.01955015597622; 137.01072500913867;2376;9;NA;NA;NA;NA;5;NA;2;2;NA;5;NA;NA;4
ID_477;477;Men;Football;Europe;United Kingdom;Newcastle United FC;Seahorse;;Fish;Hippocampus;Genus;Actinopterygii;Syngnathiformes;Syngnathidae;Hippocampus;NA;St James' Park;54.97570375388868, -1.6210769162827625;54.97570375388868; -1.6210769162827625;NA;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2
ID_478;478;Men;Baseball;Asia;Japan;Tokyo Yakult Swallows;Swallow;Swallow;Bird;Hirundinidae;Family;Aves;Passeriformes;Hirundinidae;NA;NA;Meiji Jingu Stadium;35.674722520811926, 139.71746113580417;35.674722520811926; 139.71746113580417;37933;5;NA;NA;NA;NA;NA;NA;5;NA;NA;2;2;1;NA
ID_479;479;Men;Football;Africa;South Africa;Moroka Swallows FC;Swallow;Bird;Bird;Hirundinidae;Family;Aves;Passeriformes;Hirundinidae;NA;NA;Dobsonville Stadium;-26.226136341568406, 27.864371756549605;-26.226136341568406; 27.864371756549605;24000;17;NA;NA;NA;NA;1;NA;16;NA;NA;6;8;3;NA
ID_480;480;Men;Football;Africa;Ghana;Asante Kotoko SC;Porcupine;Porcupine;Small mammal;Hystricidae;Family;Mammalia;Rodentia;Hystricidae;NA;NA;Baba Yara Sports Stadium;6.682848684764804, -1.6043665326766807;6.682848684764804; -1.6043665326766807;40528;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2
ID_481;481;Men;Football;Africa;South Africa;Sekhukhune United FC;Porcupine;Porcupine;Small mammal;Hystricidae;Family;Mammalia;Rodentia;Hystricidae;NA;NA;Peter Mokaba Stadion ;-23.924670966518107, 29.46971310529994;-23.924670966518107; 29.46971310529994;41733;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_482;482;Men;Baseball;Americas;United States;Baltimore Orioles;Baltimore oriole;Baltimore oriole;Bird;Icterus galbula;Species;Aves;Passeriformes;Icteridae;Icterus;Icterus galbula;Oriole Park at Camden Yards;39.28402698728816, -76.62102374320067;39.28402698728816; -76.62102374320067;44970;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_483;483;Men;Football;Americas;Argentina;AA Argentinos Juniors;NA;Insect;Arthropod;Insecta;Class;Insecta;NA;NA;NA;NA;Estadio Búmeran Diego Armando Maradona;-34.60588532899561, -58.47200804115996;-34.60588532899561; -58.47200804115996;26000;360;NA;NA;NA;3;15;5;312;25;NA;4;1;57;288
ID_484;484;Men;Football;Americas;Puerto Rico;Club Deportivo Barbosa;Marlin;Marlin;Fish;Istiophoridae;Family;Actinopterygii;Istiophoriformes;Istiophoridae;NA;NA;NA;NA;NA;;NA;4;NA;NA;NA;NA;2;NA;1;1;NA;2;1;NA;1
ID_485;485;Men;Basketball;Africa;South Africa;Kwazulu Marlins;Marlin;Marlin;Fish;Istiophoridae;Family;Actinopterygii;Istiophoriformes;Istiophoridae;NA;NA;NA;NA;NA;;NA;8;NA;NA;NA;NA;2;NA;3;3;NA;3;1;1;3
ID_486;486;Men;Baseball;Americas;United States;Miami Marlins;Marlin;Marlin;Fish;Istiophoridae;Family;Actinopterygii;Istiophoriformes;Istiophoridae;NA;NA;LoanDepot Park;25.778362024086253, -80.21944518289386;25.778362024086253; -80.21944518289386;36742;8;NA;NA;NA;NA;2;NA;3;3;NA;3;1;1;3
ID_487;487;Men;Football;Asia;Japan;Hokkaido Consadole Sapporo;Blakiston’s Fish Owl ;;Raptor;Ketupa blakistoni;Species;Aves;Strigiformes;Strigidae;Ketupa;Ketupa blakistoni;Sapporo Dome;43.01523090542864, 141.41044758363105;43.01523090542864; 141.41044758363105;38794;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_488;488;Men;Volleyball;Asia;China;Liaoning;Seagull;;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;Liaoning Sports Training Center;41.74535200274583, 123.46535926120154;41.74535200274583; 123.46535926120154;4000;33;NA;NA;1;NA;4;NA;28;NA;NA;9;6;8;10
ID_489;489;Women;Volleyball;Asia;China;Liaoning Huajin Group;Seagull;;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;Bayuquan Hongyun Gymnasium;40.242026867392184, 122.11684461815737;40.242026867392184; 122.11684461815737;3000;33;NA;NA;1;NA;4;NA;28;NA;NA;9;6;8;10
ID_490;490;Men;Baseball;Asia;Japan;Chiba Lotte Marines;Seagull;Seagull;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;ZOZO Marine Stadium;35.645341372680804, 140.0315817162157;35.645341372680804; 140.0315817162157;30118;39;NA;NA;NA;NA;5;1;33;NA;NA;13;7;9;10
ID_491;491;Women;Volleyball;Asia;Japan;Okayama Seagulls;Seagull;Seagull;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;Zip Arena;34.67777981041048, 133.92069822891568;34.67777981041048; 133.92069822891568;11000;39;NA;NA;NA;NA;5;1;33;NA;NA;13;7;9;10
ID_492;492;Women;Volleyball;Asia;Turkey;Sarıyer Belediyespor;Seagull;;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;Bahçeköy Spor Salonu;41.17389813199063, 28.991392468349527;41.17389813199063; 28.991392468349527;750;24;NA;NA;NA;NA;2;NA;22;NA;NA;7;7;5;5
ID_493;493;Men;Football;Europe;United Kingdom;Brighton and Hove Albion FC;Seagull;Seagull;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;AMEX Stadium;50.8616463356143, -0.08271852068858508;50.8616463356143; -0.08271852068858508;31800;37;NA;NA;NA;NA;3;1;33;NA;NA;10;10;8;9
ID_494;494;Women;Football;Europe;United Kingdom;Brighton & Hove Albion WFC;Seagull;Seagull;Bird;Laridae;Family;Aves;Charadriiformes;Laridae;NA;NA;Broadfield Stadium;51.09996867546417, -0.1944038060254072;51.09996867546417; -0.1944038060254072;6135;37;NA;NA;NA;NA;3;1;33;NA;NA;10;10;8;9
ID_495;495;Men;Cricket;Oceania;Australia;West End Redbacks;Redback spider;Redback spider;Arthropod;Latrodectus hasselti;Species;Arachnida;Araneae;Theridiidae;Latrodectus;Latrodectus hasselti;Adelaide Oval;-34.915366720836836, 138.59662958181127;-34.915366720836836; 138.59662958181127;53585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_496;496;Men;Basketball;Americas;Brazil;Mogi das Cruzes Basquete;Ocelot;;Predator;Leopardus pardalis;Species;Mammalia;Carnivora;Felidae;Leopardus;Leopardus pardalis;Ginásio Municipal Hugo Ramos;-23.51251333630295, -46.18604191033302;-23.51251333630295; -46.18604191033302;5000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA
ID_497;497;Men;Basketball;Americas;Colombia;Tigrillos Medellín;Ocelot;Ocelot;Predator;Leopardus pardalis;Species;Mammalia;Carnivora;Felidae;Leopardus;Leopardus pardalis;Coliseo Iván de Bedout;6.256398955254229, -75.5876037530041;6.256398955254229; -75.5876037530041;6000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA
ID_498;498;Men;Rugby XIII;Oceania;Australia;South Sydney Rabbitohs;Rabbit;Rabbit;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;Stadium Australia;-33.84691670637481, 151.06398801587753;-33.84691670637481; 151.06398801587753;81500;2;NA;NA;NA;1;NA;NA;1;NA;NA;2;NA;NA;NA
ID_499;499;Men;Football;Americas;Brazil;América Futebol Clube MG;NA;Rabbit;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;Estádio Raimundo Sampaio;-19.90865981741998, -43.91753956355036;-19.90865981741998; -43.91753956355036;25000;3;NA;NA;NA;1;1;NA;1;NA;NA;2;NA;NA;1
ID_500;500;Men;Basketball;Americas;Canada;Ottawa BlackJacks;Hare;;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;TD Place Arena;45.39856177418233, -75.68306854801406;45.39856177418233; -75.68306854801406;9862;6;NA;NA;NA;NA;NA;NA;6;NA;NA;3;NA;1;2
ID_501;501;Women;Basketball;Asia;Japan;Niigata Albirex BB Rabbits;;Rabbit;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;Niigata City Higashi General Sports Center;37.915445961893234, 139.10535304615567;37.915445961893234; 139.10535304615567;3120;3;NA;NA;NA;1;NA;NA;2;NA;NA;1;NA;2;NA
ID_502;502;Women;Basketball;Asia;Japan;Toyota Boshoku Sunshine Rabbits;Rabbit;Rabbit;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;Wing Arena Kariya;35.01963802051771, 137.01064990739383;35.01963802051771; 137.01064990739383;2376;3;NA;NA;NA;1;NA;NA;2;NA;NA;1;NA;2;NA
ID_503;503;Women;Volleyball;Asia;Japan;Hitachi Rivale;Rabbit;;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;Hitachinaka City Sports Park Total Gymnastics;36.39364648824943, 140.5849937465582;36.39364648824943; 140.5849937465582;1800;3;NA;NA;NA;1;NA;NA;2;NA;NA;1;NA;2;NA
ID_504;504;Men;Football;Americas;Mexico;CD Cruz Azul;NA;Hare;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;Estadio Azteca;19.303032818901652, -99.15014146541085;19.303032818901652; -99.15014146541085;81070;14;NA;NA;1;3;2;NA;7;1;NA;8;NA;2;4
ID_505;505;Men;Football;Asia;Thailand;BG Pathum United FC;Rabbit;Rabbit;Small mammal;Leporidae;Family;Mammalia;Lagomorpha;Leporidae;NA;NA;BG Stadium;14.00078645832093, 100.67987523819126;14.00078645832093; 100.67987523819126;13000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_506;506;Women;Handball;Europe;Italy;Handball Club Cassa Rurale Pontinia;Elephant;;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Palasport Marica Bianchi;41.40447988965882, 13.049338452497432;41.40447988965882; 13.049338452497432;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_507;507;Men;Football;Africa;Kenya;Tusker FC;Elephant;;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Ruaraka Stadium;-1.2345720928174777, 36.88122725436091;-1.2345720928174777; 36.88122725436091;4000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_508;508;Men;Football;Africa;Nigeria;Enyimba FC;Elephant;Elephant;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Enyimba International Stadium;5.103064897919368, 7.377523864176105;5.103064897919368; 7.377523864176105;16000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_509;509;Men;Football;Africa;Nigeria;Wikki Tourist FC;Elephant;Elephant;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Abubarkar Tafawa Balewa Stadium;10.319890550644603, 9.835796498318574;10.319890550644603; 9.835796498318574;11000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_510;510;Men;Football;Europe;Poland;Bruk-Bet Termalica Nieciecza;Elephant;Elephant;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Stadion Bruk-Bet;50.15868474061882, 20.850543162610204;50.15868474061882; 20.850543162610204;4666;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_511;511;Men;Rugby XV;Africa;South Africa;Eastern Province Elephants;African elephant;African elephant;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Nelson Mandela Bay Stadium;-33.93618377047712, 25.606268713560308;-33.93618377047712; 25.606268713560308;46000;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_512;512;Men;Baseball;Americas;United States;Oakland Athletics;;Elephant;Herbivore;Loxodonta africana;Species;Mammalia;Proboscidea;Elephantidae;Loxodonta;Loxodonta africana;Oakland Coliseum;37.75184003059568, -122.2001880768723;37.75184003059568; -122.2001880768723;46847;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_513;513;Men;Basketball;Americas;Colombia;Team Cali;Fox;;Mesopredator;Lycalopex;Genus;Mammalia;Carnivora;Canidae;Lycalopex;NA;coliseo Evangelista mora;3.4287666217373576, -76.53975035302261;3.4287666217373576; -76.53975035302261;3340;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_514;514;Men;Football;Americas;Mexico;Atlas FC;NA;Fox;Mesopredator;Lycalopex;Genus;Mammalia;Carnivora;Canidae;Lycalopex;NA;Estadio Jalisco;20.705275685579238, -103.32740442816446;20.705275685579238; -103.32740442816446;56713;0;NA;NA;NA;1;NA;2;3;NA;NA;2;NA;3;1
ID_515;515;Men;Football;Americas;Peru;Ayacucho F.C.;NA;Andean fox;Mesopredator;Lycalopex culpaeus;Species;Mammalia;Carnivora;Canidae;Lycalopex;Lycalopex culpaeus;Estadio Ciudad de Cumaná;-13.1516137,-74.2198971;-13.1516137;-74.2198971;15000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_516;516;Women;Basketball;Oceania;Australia;Perth Lynx;Lynx;Lynx;Predator;Lynx lynx;Species;Mammalia;Carnivora;Felidae;Lynx;Lynx lynx;WA Basketball Centre;-31.948390511484046, 115.78688987842771;-31.948390511484046; 115.78688987842771;2000;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
