ID;ID;Gender;Sport;Continent;Country;Club;Team logo;Team nickname;Trophic;Classification_Specific;Classification_General;Classification_Class;Classification_Order;Classification_Family;Classification_Genus;Classification_Species;Stadium;Location;Lat;Long;Capacity;N_Species_In_Country;EX;EW;CR;EN;VU;NT;LC;DD;NE;Decreasing;Increasing;Stable;Unknown
ID_206;206;Men;Basketball;Americas;Puerto Rico;Cangrejeros de Santurce;Crab;;Arthropod;Brachyura;Infraorder;Malacostraca;Decapoda;NA;NA;NA;Roberto Clemente Coliseum;18.415911017757498, -66.07487011657756;18.415911017757498; -66.07487011657756;9000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_207;207;Men;Baseball;Americas;Puerto Rico;Cangrejeros de Santurce;Crab;;Arthropod;Brachyura;Infraorder;Malacostraca;Decapoda;NA;NA;NA;Hiram Bithorn Stadium;18.416770267309847, -66.07265471820878;18.416770267309847; -66.07265471820878;18264;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_208;208;Women;Basketball;Americas;Puerto Rico;Cangrejeras de Santurce;Crab;;Arthropod;Brachyura;Infraorder;Malacostraca;Decapoda;NA;NA;NA;Roberto Clemente Coliseum;18.415911017839083, -66.07491303207087;18.415911017839083; -66.07491303207087;9000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_209;209;Women;Volleyball;Americas;Puerto Rico;Cangrejeras de Santurce LVSF;Crab;;Arthropod;Brachyura;Infraorder;Malacostraca;Decapoda;NA;NA;NA;Roberto Clemente Coliseum;18.416084067443165, -66.07500958993457;18.416084067443165; -66.07500958993457;10000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_210;210;Men;Ice Hockey;Europe;France;Ducs d'Angers;Eurasian Eagle Owl;Eurasian Eagle Owl;Raptor;Bubo bubo;Species;Aves;Strigiformes;Strigidae;Bubo;Bubo bubo;Angers IceParc;47.47976055007089, -0.5487478294419101;47.47976055007089; -0.5487478294419101;3500;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA
ID_211;211;Men;Football;Asia;Turkey;İstanbul Başakşehir F.K.;NA;Eurasian Eagle Owl;Raptor;Bubo bubo;Species;Aves;Strigiformes;Strigidae;Bubo;Bubo bubo;Başakşehir Fatih Terim;41.12296177613353, 28.809233880594544;41.12296177613353; 28.809233880594544;17156;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA
ID_212;212;Men;Baseball;Americas;Colombia;Caimanes de Barranquilla;Caiman;Caiman;Reptile;Caimaninae;Subfamily;Reptilia;Crocodylia;Alligatoridae;NA;NA;Estadio Édgar Rentería;10.99536446178899, -74.7838017376682;10.99536446178899; -74.7838017376682;12000;4;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA
ID_213;213;Men;Football;Asia;Israel;Hapoel Be'er Sheva FC;NA;Camel;Domestic;Camelus;Genus;Mammalia;Artiodactyla;Camelidae;Camelus;NA;Toto Jacob Turner Stadium;31.273659113205692, 34.78004368384001;31.273659113205692; 34.78004368384001;16126;0;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
ID_214;214;Women;Football;Africa;Morocco;Club Municipalité de Laâyoune;Dromedary;;Domestic;Camelus dromedarius;Species;Mammalia;Artiodactyla;Camelidae;Camelus;Camelus dromedarius;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_215;215;Men;Rugby XV;Americas;Argentina;Dogos XV;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Tala Rugby Club Stadium;-31.338207967961775, -64.30623975870267;-31.338207967961775; -64.30623975870267;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_216;216;Men;Rugby XIII;Oceania;Australia;Canterbury-Bankstown Bulldogs;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Belmore Sports Ground;-33.917174925158285, 151.09489526042944;-33.917174925158285; 151.09489526042944;19000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_217;217;Men;American Football;Americas;Brazil;Bulldogs FA;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Campo do Flor de Maio;-29.560284282586515, -52.161634051476916;-29.560284282586515; -52.161634051476916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_218;218;Men;Football;Europe;France;LOSC Lille;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Decathlon Arena-Stade Pierre-Mauroy;50.612150492337605, 3.131026339350892;50.612150492337605; 3.131026339350892;50186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_219;219;Men;Ice Hockey;Europe;France;Boxers de Bordeaux;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Patinoire de Mériadeck;44.83537343506378, -0.5875415774094779;44.83537343506378; -0.5875415774094779;3312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_220;220;Men;Football;Africa;Ghana;Aduana Stars FC;Dog;;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Agyeman Badu Stadium;7.265311064942424, -2.8651912576379903;7.265311064942424; -2.8651912576379903;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_221;221;Men;Football;Europe;Italy;Hellas Verona;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Marcantonio Bentegodi;45.435547940708354, 10.967653775574886;45.435547940708354; 10.967653775574886;39211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_222;222;Women;Football;Asia;Japan;JEF United Chiba Ladies;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;ZA Oripri Stadium;35.52827723496478, 140.07122274319846;35.52827723496478; 140.07122274319846;14051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_223;223;Men;Football;Americas;Mexico;Club Tijuana;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Estadio Caliente;32.50617168171405, -116.99266490738518;32.50617168171405; -116.99266490738518;29333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_224;224;Men;American Football;Americas;Mexico;Galgos de Tijuana;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Estadio Caliente;32.506524578751424, -116.99298676931477;32.506524578751424; -116.99298676931477;27750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_225;225;Women;Football;Americas;Mexico;Club Tijuana;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Estadio Caliente;32.50616264100274, -116.99279365263622;32.50616264100274; -116.99279365263622;27333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_226;226;Men;Basketball;Europe;Poland;KK Włocławek;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Hala Mistrzów;52.64216967040914, 19.078478223085117;52.64216967040914; 19.078478223085117;4200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_227;227;Men;Rugby XV;Africa;South Africa;Border Bulldogs;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;Buffalo City Stadium;-33.00773733199742, 27.907732985460203;-33.00773733199742; 27.907732985460203;16000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_228;228;Men;Football;Africa;Tanzania, United Republic of;Coastal Union FC;Dog;;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;"	Mkwakwani Stadium";-5.073696532549797, 39.102369896706456;-5.073696532549797; 39.102369896706456;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_229;229;Men;Rugby XV;Americas;United States;Chicago hounds;Dog;Dog;Domestic;Canis familiaris;Species;Mammalia;Carnivora;Canidae;Canis;Canis familiaris;SeatGeek Stadium;41.7649336237593, -87.8048750468237;41.7649336237593; -87.8048750468237;20000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_230;230;Men;Rugby XV;Americas;United States;Dallas jackals;Coyote;Coyote;Mesopredator;Canis latrans;Species;Mammalia;Carnivora;Canidae;Canis;Canis latrans;Choctaw Stadium;32.75114992987815, -97.08231488571079;32.75114992987815; -97.08231488571079;48114;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_231;231;Men;Ice Hockey;Americas;United States;Arizona Coyotes;Coyote;Coyote;Mesopredator;Canis latrans;Species;Mammalia;Carnivora;Canidae;Canis;Canis latrans;Mullett Arena;33.42620573439599, -111.92844075261272;33.42620573439599; -111.92844075261272;4600;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_232;232;Men;Football;Americas;Argentina;Club de Gimnasia y Esgrima La Plata;NA;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Juan Carmelo Zerillo;-34.910741021941966, -57.93196969196132;-34.910741021941966; -57.93196969196132;21500;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_233;233;Men;American Football;Americas;Brazil;Moon Howlers;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Estádio Municipal Moacir Tomelin;-25.501493005722544, -49.1875812649283;-25.501493005722544; -49.1875812649283;NA;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_234;234;Men;Basketball;Americas;Canada;Montreal Alliance;Wolf;;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Verdun Auditorium;45.46266212001079, -73.56162839588261;45.46266212001079; -73.56162839588261;4111;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_235;235;Women;Football;Asia;China;Shaanxi Chang'an Athletic;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Weinan Sports Center Stadium;34.49418243723832, 109.45755014387659;34.49418243723832; 109.45755014387659;32000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_236;236;Women;Basketball;Asia;China;Shaanxi Tianze Red Wolves;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Weinan Sports Centre;34.49530487603641, 109.46239682826216;34.49530487603641; 109.46239682826216;3500;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_237;237;Men;Football;Americas;Colombia;Deportivo Pereira;NA;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Estadio Hernán Ramírez Villegas;4.804827708993064, -75.75132252937019;4.804827708993064; -75.75132252937019;30297;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_238;238;Men;Football;Africa;Egypt;Al Mokawloon Al Arab SC;NA;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Arab Contractors Stadium;30.051322107805436, 31.29787549012957;30.051322107805436; 31.29787549012957;35000;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_239;239;Men;Rugby XV;Europe;France;Lyon OU;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Stade de Gerland;45.72371013344314, 4.833365232381333;45.72371013344314; 4.833365232381333;35730;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_240;240;Men;Ice Hockey;Europe;France;Grenoble métropole hockey 38;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Patinoire Polesud;45.15796848904842, 5.735213128150097;45.15796848904842; 5.735213128150097;4208;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_241;241;Women;Handball;Europe;France;Saint-Amand Handball;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Complexe Jean Verdavaine;50.450952064021735, 3.445941120822291;50.450952064021735; 3.445941120822291;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_242;242;Men;Football;Europe;Germany;VfL Wolfsburg;NA;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Volkswagen Arena;52.432773932705594, 10.804185805085668;52.432773932705594; 10.804185805085668;30000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_243;243;Women;Football;Europe;Germany;VfL Wolfsburg;;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;AOK Stadion;52.434567041388654, 10.807477603643376;52.434567041388654; 10.807477603643376;5200;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_244;244;Men;Football;Asia;Iran, Islamic Republic of;Tractor Sazi;NA;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Tabriz Yadegar E Emam Stadium;38.02711656035058, 46.29680518670886;38.02711656035058; 46.29680518670886;80451;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_245;245;Men;Football;Europe;Italy;AS Roma;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Olimpico di Roma;41.934300448182945, 12.455239981319949;41.934300448182945; 12.455239981319949;73261;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_246;246;Men;Volleyball;Europe;Italy;Gas Sales Bluenergy Piacenza;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Pala Banca;45.040306087877944, 9.758219695611322;45.040306087877944; 9.758219695611322;3800;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_247;247;Women;Football;Europe;Italy;AS Roma;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Stadio Tre Fontane;41.841382744933576, 12.471134994961513;41.841382744933576; 12.471134994961513;4000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_248;248;Men;Football;Asia;Japan;Cerezo Osaka;Wolf;;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Yodoko Sakura Stadium;34.615504706730846, 135.51752213815303;34.615504706730846; 135.51752213815303;24481;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_249;249;Men;Volleyball;Asia;Japan;Wolfdogs Nagoya;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Toyoda Gosei Memorial Gymnasium;35.254767274787596, 136.8223797278484;35.254767274787596; 136.8223797278484;3500;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_250;250;Men;Rugby XV;Asia;Japan;Toshiba Brave Lupus Tokyo;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Ajinomoto Stadium;35.664284612426556, 139.52793594505178;35.664284612426556; 139.52793594505178;49970;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_251;251;Women;Basketball;Americas;Mexico;Lobas de Aguascalientes;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Auditorio Hermanos Carreón;21.879108008848235, -102.27176050657995;21.879108008848235; -102.27176050657995;3000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_252;252;Men;Football;Africa;Nigeria;Warri Wolves FC;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Warri Township Stadium;5.515640398564301, 5.759933643646216;5.515640398564301; 5.759933643646216;20000;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_253;253;Men;Basketball;Europe;Poland;Wilki Morskie Szczecin;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Arena Szczecin;53.45835433416331, 14.493630913851693;53.45835433416331; 14.493630913851693;5403;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_254;254;Men;Football;Europe;Russian Federation;FC Akhmat Grozny;NA;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Akhmat-Arena;43.32326305909206, 45.744563454390416;43.32326305909206; 45.744563454390416;30200;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_255;255;Men;Ice Hockey;Europe;Russian Federation;HC Dynamo Moscow;;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;VTB Arena;55.791013227143615, 37.559825394698414;55.791013227143615; 37.559825394698414;12273;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_256;256;Men;Ice Hockey;Europe;Russian Federation;HC Neftekhimik Nizhnekamsk;Wolf;;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Neftekhim Arena;55.631748537558536, 51.79998077085952;55.631748537558536; 51.79998077085952;6000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_257;257;Men;Football;Asia;Saudi Arabia;Al-Taawoun FC;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;King Abdullah Sport City Stadium;26.379143902256022, 43.94820092956594;26.379143902256022; 43.94820092956594;25000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_258;258;Men;Volleyball;Asia;Thailand;Samut Prakan VC;Wolf;;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Nimibutr Stadium;13.74611492492628, 100.52708763755699;13.74611492492628; 100.52708763755699;5600;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_259;259;Men;Football;Europe;United Kingdom;Wolverhampton Wanderers FC;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Molineux Stadium;52.59034697603613, -2.130042564223319;52.59034697603613; -2.130042564223319;32050;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_260;260;Men;Rugby XIII;Europe;United Kingdom;Warrington Wolves;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Halliwell Jones Stadium;53.39511063820574, -2.5950717177412526;53.39511063820574; -2.5950717177412526;15300;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_261;261;Men;Basketball;Americas;United States;Minnesota Timberwolves;Wolf;Wolf;Predator;Canis lupus;Species;Mammalia;Carnivora;Canidae;Canis;Canis lupus;Target Center;44.97961396462715, -93.27539465783569;44.97961396462715; -93.27539465783569;19356;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_262;262;Women;Handball;Europe;France;Handball Club Celles-sur-Belle;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;"	Complexe sportif de Celles-sur-belle";46.26116602734387, -0.21477326426069435;46.26116602734387; -0.21477326426069435;1300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_263;263;Men;Football;Europe;Germany;1. FC Köln;Goat;Goat;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;RheinEnergieSTADION;50.93416409625897, 6.877150063379498;50.93416409625897; 6.877150063379498;50000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_264;264;Women;Football;Europe;Germany;1. FC Köln Frauen;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Südstadion;50.91762707361717, 6.94372288031025;50.91762707361717; 6.94372288031025;14944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_265;265;Men;Football;Asia;Iran, Islamic Republic of;Mes Rafsanjan FC;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Shohadaye Sanat Mes Stadium;30.36060307002351, 56.04315276130368;30.36060307002351; 56.04315276130368;3800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_266;266;Men;Basketball;Asia;Iran, Islamic Republic of;Sanat Mes Kerman;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Shahid Bahonar Stadium;30.271004230294217, 56.98734298564781;30.271004230294217; 56.98734298564781;15000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_267;267;Men;Basketball;Asia;Iran, Islamic Republic of;Sanat Mes Rafsanjan;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Azadi Basketball Hall;35.72991158985737, 51.263734589573176;35.72991158985737; 51.263734589573176;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_268;268;Women;Volleyball;Asia;Iran, Islamic Republic of;Mes Rafsanjan;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_269;269;Men;Football;Americas;Mexico;CD Guadalajara;;Goat;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Estadio Akron;20.682678669366233, -103.45995448416875;20.682678669366233; -103.45995448416875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_270;270;Men;Volleyball;Europe;Poland;ZAKSA Kędzierzyn-Koźle;;Goat;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Hala Azoty;50.316081590542524, 18.245661068809486;50.316081590542524; 18.245661068809486;3375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_271;271;Men;Volleyball;Europe;Poland;LKPS Lublin;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Hala Globus;51.23877046742098, 22.532824068843233;51.23877046742098; 22.532824068843233;4119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_272;272;Men;Basketball;Europe;Spain;Club Deportivo Saski-Baskonia;Goat;;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;Fernando Buesa Arena;42.864246448998394, -2.64096075794929;42.864246448998394; -2.64096075794929;15716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_273;273;Men;Basketball;Asia;Thailand;Airforce Mad Goat;Goat;Goat;Domestic;Capra hircus;Species;Mammalia;Artiodactyla;Bovidae;Capra;Capra hircus;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ID_274;274;Men;Basketball;Americas;Brazil;Fortaleza Basquete Cearense;Crested caracara;Carcara;Bird;Caracara plancus;Species;Aves;Falconiformes;Falconidae;Caracara;Caracara plancus;Northeast Olympic Training Center;-3.804563581972318, -38.52248263213651;-3.804563581972318; -38.52248263213651;20000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_275;275;Men;Ice Hockey;Europe;Germany;Kölner Haie;Great white shark;Great white shark;Elasmobranchii;Carcharodon carcharias;Species;Chondrichthyes;Lamniformes;Lamnidae;Carcharodon;Carcharodon carcharias;Lanxess Arena;50.938438992103876, 6.983530455339176;50.938438992103876; 6.983530455339176;18700;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_276;276;Men;Football;Asia;Indonesia;Persebaya Surabaya;Great White Shark;;Elasmobranchii;Carcharodon carcharias;Species;Chondrichthyes;Lamniformes;Lamnidae;Carcharodon;Carcharodon carcharias;Gelora Bung Tomo;-7.223011662595625, 112.62331576788898;-7.223011662595625; 112.62331576788898;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA
ID_277;277;Men;Baseball;Europe;Germany;Cologne Cardinals;Northern cardinal;Northern cardinal;Bird;Cardinalis cardinalis;Species;Aves;Passeriformes;Cardinalidae;Cardinalis;Cardinalis cardinalis;Circlewood Stadium;50.94016444597391, 6.871599849790485;50.94016444597391; 6.871599849790485;1000;0;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_278;278;Men;American Football;Americas;United States;Arizona Cardinals;Cardinal;Cardinal;Bird;Cardinalis cardinalis;Species;Aves;Passeriformes;Cardinalidae;Cardinalis;Cardinalis cardinalis;State Farm Stadium;33.52808977468493, -112.26071394026708;33.52808977468493; -112.26071394026708;63400;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_279;279;Men;Baseball;Americas;United States;St. Louis Cardinals;Northern cardinal;Northern cardinal;Bird;Cardinalis cardinalis;Species;Aves;Passeriformes;Cardinalidae;Cardinalis;Cardinalis cardinalis;Busch Stadium;38.622804717599735, -90.19256182625539;38.622804717599735; -90.19256182625539;45494;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA
ID_280;280;Men;Football;Americas;Brazil;Clube de Regatas do Flamengo;NA;Vulture;Bird;Cathartidae;Family;Aves;Cathartiformes;Cathartidae;NA;NA;Maracaña;-22.911792643219307, -43.22952280211656;-22.911792643219307; -43.22952280211656;78838;6;NA;NA;NA;NA;1;NA;5;NA;NA;3;1;2;NA
ID_281;281;Men;American Football;Americas;Canada;Edmonton Elks;Elk;Elk;Herbivore;Cervus canadensis;Species;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus canadensis;Commonwealth Stadium;53.560189527401725, -113.47550540903595;53.560189527401725; -113.47550540903595;60081;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_282;282;Men;Football;Europe;Netherlands;SC Cambuur;Red Deer;;Herbivore;Cervus elaphus;Species;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus elaphus;Cambuurstadion;53.20562271409493, 5.815159852996396;53.20562271409493; 5.815159852996396;10250;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
ID_283;283;Women;Cricket;Oceania;New Zealand;Central Hinds;Red deer;;Herbivore;Cervus elaphus;Species;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus elaphus;Pukekura Park;-39.06341830704406, 174.0806894989653;-39.06341830704406; 174.0806894989653;5000;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA
